message,id,created_time
"Good morning, listed below are areas on shutdown today.^SR",188101587899662_1369487963094346,2017-02-14T06:03:25+0000
Areas on shutdown ^LW,188101587899662_1368728066503669,2017-02-13T08:44:29+0000
Areas on shutdow. ^LW,188101587899662_1368727846503691,2017-02-13T08:43:41+0000
"Riverside Ex Kileleshwa(Migori rd,Githunguri rd,Kangundo Rd,tabere cresent,kieni rd,Riverside,Laikipia rd,Mandera rd,Ring rd kileleshwa)

Airport Ex Nssf(Nyayo Est,Utawala,Donholm ph5 & 8,Harambee Sacco,Greenspan,NSSF est,Baraka Est,Embakasi)

Technical teams are working to restore power to the above affected lines.Kindly bear with us^CB",188101587899662_1368175766558899,2017-02-12T17:15:52+0000
"The following lines are off due to faults:

Outering Ex N/south(Makadara Est,Umoja1&2 ,Tena Est,Buruburu ph 4&5,Ofafa Maringo,Jogoo Rd,Rabai Rd)

Dara 1 ex N/South.(HomaBay Rd,Isiolo Rd, Enterprise Rd,General printers)

Breakdown in Kitisuru and environs 

kindly bear with us as our technical teams work to restore power^CB",188101587899662_1368017349908074,2017-02-12T13:28:56+0000
"Athi Ex juja 66kv (Part of Athi River,Mlolongo,Syokimau)is off due to burnt High Tension poles.

Fault on Light industries Ex Huruma(Kariobangi,civil servants,Light industries,Mutarakwa rd,Dandora ph 1)

Technical teams in the respective areas are working to restore power^CB",188101587899662_1367291356647340,2017-02-11T17:05:46+0000
"The following areas are on maintenance today.^MM

NAIROBI NORTH REGION
NAIROBI COUNTY
AREA: ROSSLYNE LONE TREE ESTATE 
DATE: Friday 10.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Rosslyne Lone Tree, Canadian Embassy Residence, Riviera Shopping Mall & adjacent customers.
NAIROBI WEST REGION
NAIROBI COUNTY
AREA: PART OF KAREN 
DATE: Friday 10.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
St. Hellen Rd, Fair Acres, Silanga Rd, Nairobi Academy, Kuwinda, Lang?ata South Rd, Mukoyet, Mukinduri, Murishu, Samburu, John Keen, Hillcreset Sch & adjacent customers.
COAST REGION
MOMBASA COUNTY
AREA: MUSHOMORONI 
DATE: Friday 10.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Part of Vikwatani, Mushomoroni, Junda, Baarsheba, Mwandoni & adjacent customers.

AREA: KALOLENI, RIBE 
DATE: Friday 10.02.2017 TIME: 9.00 A.M. ? 5.00 P.M.
 Kaloleni Town, Ribe, St. Lukes Hosp, St. Georges Sec Sch, St. Johns Sec Sch, Kambe Mines, Bondora, Ribe Boys & Girls, DC?s Offices, Gotani, Maandani, Mwanamwinga, Kwa Demu, Kwa Madaba, Chilulu, Majengo, Mwandaza and adjacent customers.",188101587899662_1366009283442214,2017-02-10T07:43:57+0000
"Good morning,find areas on scheduled maintenance today.^MW

NAIROBI NORTH REGION
NAIROBI COUNTY

AREA: PARKLANDS 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Part of High Ridge S/Center, Mtati Rd, 4th & 5th Parklands Avenue, Githuri Rd, Concorde Hotel, Indian High Commission Residence, Diamond Plaza & adjacent customers.

NAIROBI WEST REGION
NAIROBI COUNTY

AREA: KWS, LANG?ATA BARRACKS 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Ngei Est, Soweto Kibera, Lang?ata Barracks, KWS, Galleria Mall, Lang?ata Police, Lang?ata Womens Prison, Carnivore Restaurant, Phantom Est, KRA Houses, Otiende Est & adjacent customers.

AREA: PART OF KILIMANI, YAYA CENTRE 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Ring Rd Kilimani, Prestige Plaza, Woodley Est, Moi Girls Sch, Joseph Kang?ethe, Langiri, Toi Mkt, Jamhuri Phase I & II Est, Part of Ngong? Rd, Yaya Centre, Kilimani Pri Sch, Kirichwa Rd, Gatana Rd, Kayahwe Rd, Part of Lenana Rd, Part of Dennis Pritt Rd & adjacent customers. 

AREA: PART OF KAREN, MUTUINI, KIRIGU 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Part of Karen, Dagoretti Rd, Link Rd, Warai South, North Rd, Pepo Rd, Three D Lane, Karen Bible College, Rhino Park, Karinde, Dagoretti Mkt, Gitiba Pri, Kirigu Pri, Kirigu, Mutuini Pri & High Sch, Mutuini Village, Motego, Kabiria & adjacent customers.
NAIROBI SOUTH REGION
NAIROBI COUNTY
AREA: PART OF ATHI RIVER, PART OF MOMBASA ROAD 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Athi River Town, Alpha Millers, Tuskys, Steel Plant, Co-op Bank, KMC, Sabaki Factory, Kinani Factory, Gilby Godowns, Grayland Estate, Toptank & adjacent customers

CENTRAL RIFT REGION

AREA: MURUNGARU, TULASHA, LELESHWA 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Whole of Murungaru, Tulasha, Leleshwa, Top Harvest & adjacent customers.

WESTERN REGION

VIHIGA COUNTY AREA: CHEPTULU 
DATE: Thursday 09.02.2017 TIME: 8.00 A.M. ? 5.00 P.M. 
Sabatia Eye Hosp, Sabatia Mkt, Hamisi Mkt, Seremi Mkt, Goibei Girls, Kaimosi Complex, Kaimosi University College, Cheptulu Mkt, Lusengeli Sec School, Mudete Tea & adjacent customers.

SOUTH NYANZA REGION
MIGORI COUNTY
AREA: AWENDO, RANEN, RAPOGI, GOGO 
DATE: Thursday 09.02.2017 TIME: 8.30 A.M. ? 5.00 P.M. 
Rakwaro Mission & Seminary, Rakwaro Mkt, Oyugi Ogango Sec Sch, Kanga High Sch, Kitere Jiggery, Rongo University Main Campus, Whole of Kuja Mkt, Kokuro Mkt, Kokuro High Sch Kokuro Water Pump, Gamba High Sch, Rabondo Dispensary, Rabondo High Sch, Odongo Oher Mkt, SirutI Mkt, Marindi Polytechnic, Ranen Mkt, Cham Gi Wadu Mkt, Maroo Mkt & Sec Sch, Whole of Awendo Township, Rinya Mkt, Dede Mkt, Awendo Sub County Offices, Ulanda Girls High Sch, Mariwa Mkt, Oyani Maasai, Sigiria, Enosaen Mkt, Transmara Sugar, Rabuor Mkt, Ogwethi Mkt & Hosp, Opasi, Uriri Mkt & Sec Sch, Rapogi High Sch, Governor?s Home, Sukari Industry, Riat Mkt, Oria Mkt, Gogo Power Station, Macalder, Osiri Mkt, Lwanda Magwar Mkt, Muhuru Mkt, Bande Nyandema Mkt, Othoch Rakuom, Ongoche, Namba Kodero, Masara Mkt, Mukuro Mkt, Nyabisawa Girls, Sagero, Bondo, Nyironge, Giribe, Apilo & GodKwer Mkt, Akidiva Ojele Hospital, Florence Hotel, Oruba, Whole of Migori Town, Migori TTC, Bansi Supermarket, G4S Offices, Ombo & Migori District Hosp, Migori High Court, Migori Prison & DC Offices, Migori County Offices, Kadika Girls High Sch, Osingo & Kawa Mkts, Alara Mkt, Kenya Women Migori Branch, Co-op Bank of Kenya, National Bank, Five Star Petrol Stn, Jamaa Petrol Stn, NHIF Offices, Office of Women Rep, Hill View Hotel, National Oil, Dolion Hotel, Sala Bakery, Victoria Petrol Stn, Legio Maria Church, ACK Church, Baby Shines Academy, Rabado, Riziki Plaza, Heritage Hotel, Nyasare Water Supply, Mikutra Water, Alliance One, Bware High Sch, Oyani Farm, Kenya Relief, Karamu, Kugisingisi, Suba Kuria, St. Mary?s Mote Morabu & Komomwamu, Kubweye High Sch & Mkt, Nyabohanse Mkt, Moi School, Nyankore Mkt, Isibania Mission & High Sch, KRA Offices, Whole of Isibania Mkt, Border Point, Nyametaburo & Masangora Mkt, Nyamtiro & Nyaroha High Sch, Gwikonge & Ikerege Mkt, Taranganya High Sch, Nyabikongori, Komotobo Mission, Senta Mkt, Kebaroti Sec Sch, Remanyanki, Makarangwe, Ntimaru, Matare Sec Sch, Nyamagogongwi, Kugitimo, Kegonga Sec Sch, DC?s Offices, Maeta, Whole of Kehancha Township, DC?s & Sub County Offices, Kehancha Police & District Hosp, St. Kizito, Game, Kurutiyange, Nyamagagana, Masaba, Getong?anya Mkt & adjacent customers.

MT. KENYA REGION
NYERI COUNTY
AREA: ITHEKAHUNO, KANGAITA 
DATE: Thursday 09.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Ithekahuno Mkt, Nyaithe, Gititu Sec Sch, Gititu Pri Sch, Githungo Pri Sch, Karo Pri Sch, Gura, Aguthi Mkt, Wachuri C/Fact, Kiaraho Pri Sch, Kiamukere, Kagumo TTC & adjacent customers.

MERU COUNTY
AREA: MAGUTUNI 
DATE: Thursday 09.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Igoji Teachers College, Kieni Kiandege, Igoji Mkt, Kathingiri Boarding, Gicici Mkt, Keria Mkt, Riakanugu C/Fact, Iruma Girls, Kiroo C/Fact, Magutuni Mkt, Kiurani High Sch, Ikorani Safaricom Booster, Kaare Mkt, Ghetto Village, Igoji Boys, Mweru Mkt & adjacent customers.

AREA: KAMAHUHA, KAKUZI OFFICES, THAMARA, GITHEMBE 
DATE: Thursday 09.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Saba Saba, Kamahuha, Shangai, Kakuzi Offices & Workshop, Makuyu & Dispensary, Shangai, Green Fields, Saba Saba Township, Kamahuha Sec Sch, Kaharati, GOTV Booster, Kaharati Sec Sch, Heho, Thamara, Thamara Sec Sch & PCEA Church, Githembe, Kagaa Farmers & adjacent customers.

COAST REGION
MOMBASA COUNTY
AREA: PORTREITZ 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Chaani, Migadini, Magongo, Port Reitz, Port Reitz Hospital, Bomu Hospital, Part of Changamwe, Mainland, Kwahola & adjacent customers.

KILIFI COUNTY
AREA: JARIBUNI 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Shree Laxmi, Jaribuni Quarry, Dzitsoni, Chasimba, Chasimba H/ Center, Lutsangani Sec Sch, Pigilkani, Eureka Sec Sch, Bahari Girls, Mavueni & adjacent customers. 

AREA: PART OF MALINDI 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Part of Malindi Town, Old Town, Malindi Hospital, Oasis Village, Coral Key, Silver Sands, Margot, Casuarina, Chanamai, Mayungu, Assunta Angels, Jacaranda & adjacent customers.

KWALE COUNTY
AREA: MWABUNGO 
DATE: Thursday 09.02.2017 TIME: 9.00 A.M - 5.00 P.M. 
Mwisho wa Lami, Galu Beach Cottages, Almanara, Kilakitu Cottages, Kennaways, Neptune Beach Hotel, Mango Park, Palm Park 1, Palm Park 2, Lantana Beach Resort, Puffins, Pinewood Beach Hotel, Kinondo Kwetu, Holiday Resort & adjacent customers.",188101587899662_1365133826863093,2017-02-09T06:55:51+0000
"UPDATES:

(1)Ongata Rongai& Nkoroi ex Matasia is off(Broken Jumper)-affected areas-KCB Rongai,Church Rd,Maxwell Rd, AIC Nkoroi,Tuskys,Ongata rongai,Kware, Masai lodge, Nazarene and environs.

(2)Katani Ex Syokimau (off to clear trees on line)-Affected;Joly Farm,Orbit Quarry, Danana Sec, Evergreen Crop & environs .Teams finalizing issue.

(3)Riruta ex Kabete is off affecting Hatheru,Lavington,Kawangware,Valley Arcade,Riara Rd ,Riruta,Gitanga Rd and environs. Team attending^JM",188101587899662_1364293200280489,2017-02-08T10:02:54+0000
"Good morning, see areas on scheduled maintenance today as shown below^JM:

NAIROBI NORTH REGION
NAIROBI COUNTY

AREA: WESTLANDS 
DATE: Wednesday 08.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Part of Kolobot Rd, Part of Taarifa Rd, Part of Ojijo Rd, Part of Muthithi Rd, Part of Westlands Rd, Part of Chiromo Rd, Part of Mpaka Rd, Woodvale Groove & adjacent customers. 

AREA: EASTLEIGH, KIE, GURU NANAK HOSPITAL 
DATE: Wednesday 08.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Guru Nanak Hosp, KIE, Pangani Police Stn, Pangani Girls High Sch, Radiant Hosp, Gertrude Children Hosp, Juja Rd S/Centre, Eastleigh High Sch, Pumwani Boys High Sch, Starehe Boys Centre, Part of Old Race Course Est, Nomad Hotel, Shell Petrol Stn, Muratina Street, Part of Gen Waruingi Street, Chai Rd, Adhumani Kipaga Rd, Part of Juja Rd, Part of Muranga Rd, North View Rd & adjacent customers. 

AREA: SAIKA 
DATE: Wednesday 08.02.2017 TIME: 10.00 A.M. ? 4.00 P.M. 
Whole of Saika Est, Dandora Maili Saba, Part of Kangundo and adjacent customers. 

AREA: MOWLEM 
DATE: Wednesday 08.02.2017 TIME: 10.00 A.M. ? 4.00 P.M. 
Baraka Est, Dandora Phase 4 & Phase 5 & adjacent customers. 

AREA: GREENSPAN, SPINE ROAD, PART OF KAYOLE 
DATE: Wednesday 08.02.2017 TIME: 10.00 A.M. ? 4.00 P.M. 
Kayole Masimba, Soweto, Nyando Kioi, Sabasaba, Maria Hosp, Amani Children?s Home, Kwa Chief, Mama Lucy Kibaki Hosp, Nasra Est, Bee Centre, DO?s Office, Mihang?o, Umoja 1 & 2 Est & adjacent customers. 

AREA: KAYOLE, PART OF KOMAROCK ESTATE 
DATE: Wednesday 08.02.2017 TIME: 10.00 A.M. ? 4.00 P.M. 

Kayole, Komarock Sector 1 & 2, Mihango, Kenya Builders, Kibiku, Kayole 1, Kayole Police, Matopeni, Kayole Social Hall, Emaculate Pri, Karagita, Kayole 1 Pri & adjacent customers. 
AREA: UMOJA 
DATE: Wednesday 08.02.2017 TIME: 10.00 A.M. ? 4.00 P.M. 
Part of Kangundo Rd, Ndovu Millers, Part of Komarock Est, Nyamavila, Komarock Social Hall, Co-op Bank, Naivas S/Mkt, Family Finance, Kenol Petrol Stn, Part of Spine Rd & adjacent customers.

NAIROBI WEST REGION
NAIROBI COUNTY

AREA: PART OF NGONG? ROAD, RIARA ROAD 
DATE: Wednesday 08.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Makueni Rd, Suguta Rd, Mazeras Rd, Oloitoktok Rd, Mararo Avenue, Oleodume Rd, Riara Rd, Kenya Science, Part of Ngong? Rd, Makindi Rd & adjacent customers. 

AREA: KIBERA, CHINA CENTRE 
DATE: Wednesday 08.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Nairobi Baptist Church, Jamii Autocare, WOFAK, Beam Hearing Centre, Baywater Court, Faulu Kenya, Kay Group Centre, Central Nazarene Church, Part of Coptic Church, Caremax, Part of Ngong? Rd, Maki Apartments, China Centre, Kibera, Kibera Law Courts, Kabarnet Rd, Karanja Rd & adjacent customers. 

AREA: PART OF WESTLANDS 
DATE: Wednesday 08.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Toyota Kenya, Part of Waiyaki Way, All African Conference of Churches, Part of Church Rd, Mahiga Mairu Rd, Part of St. Michael Rd, Part of Kanjata Rd, Muthangari Drive, Safaricom House & adjacent customers.

SOUTH NYANZA REGION

KISII COUNTY AREA: IGONGA, KISII 
DATE: Wednesday 08.02.2017 TIME: 8.00 A.M. ? 5.00 
Mount Kenya Univ, Gesonso Quarry, Gesonso Waterbuck Hotel, Nyagwekoa Mkt, Suneka Sewage, Kiaruta Dispensary, Kiaruta Mkt, Gesero Mkt, Igonga Sec Sch, Igonga Mkt, Kibeneni Sec Sch, Nyamatwon Dispensary, Bogitaa Pri Sch, Bogitaa Mkt, Mogumo Mkt, Orianyi Entanke, Nyamatutu, Ikoba Mkt, Bonchari, Mogumo Tea Buying Centre, Moguga, St. Benardine Pri Sch, Pine Cake Academy, Mititi Sec Sch & adjacent customers.

MT. KENYA REGION

EMBU COUNTY AREA: GICHUGU 
DATE: Wednesday 08.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Stop Over, Woods Lodge Annex, Nguviu Boys & Girls, Kathangariri T/ Fact, Kiamutugu Mkt, Githure Mkt, Kibugu Mkt & Factory, Gaciongo Mkt, Kagumo TBC, St Ann Gituba, Kiaumbui C/Fact, Kegwa C/Fact, Ngerwe, Nguviu Mission & adjacent customers.

MURANG?A COUNTY

AREA: MBENDO, KIRWARA, MUKARARA, KIHUBUINI 
DATE: Wednesday 08.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Ngararia Mkt, Mbendo Fact, Muruka Mkt, Kirwara Mkt, Kirwara Sec, Mukara, Kihubuini Mkt, Gatanga Girls, Gatanga CCM, Gatoka Ltd, Githambia, Kiunyu Mkt, Mukure, Njahaini & adjacent customers.

NORTH EASTERN REGION
KIAMBU COUNTY

AREA: JUJA FARM, GIKUMARI 
DATE: Wednesday 08.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Juja South Est, Corner Brook Sch, Mama Mumbi, Juja Milk Processors, KPP Flowers, Juja Polytechnic, Juja Farm Mkt, Juja House, MUMBA, Athi Dispensary, Gikumari & adjacent customers.

COAST REGION
MOMBASA COUNTY

AREA: PART OF MOMBASA ISLAND 
DATE: Wednesday 08.02.2017 TIME: 9.00 A.M. - 5.00 P.M. 
Tudor Estate, KAFOCA, Manyimbo, Kaa Chonjo, Winners Chapel, Simba Colt, Tudor Mwisho, Kiziwi, Hamisi Sec Sch, Tudor Sec Sch, Tudor Four, Rasini Rd, Mombasa Technical Institute, Buxton Bar, JCC, Ronald Ngala Rd, Saba Saba, School for the Deaf, Tudor Hospital & adjacent customers.",188101587899662_1364195746956901,2017-02-08T06:48:14+0000
"Supply line to Saika off affecting Maili Saba, Obama est, Kayole, Kangundo rd, Mima centre, Komorock est & environs.^JO",188101587899662_1363653557011120,2017-02-07T18:19:01+0000
"Single phasing on Roysambu Ex Ruaraka(Kamiti Rd,Githurai 44,Mirema Drive,Kiamumbi area and environs).Issue currently being addressed^CB",188101587899662_1363580430351766,2017-02-07T16:48:19+0000
"The following lines are off due to faults:

Saika Ex komarock(Juja Control,Saika,Obama,Mima Centre,Komarock Est,Maili Saba,Kayole)

Umoja Ex komarock(Komarock,Part of Kayole,Part of Umoja and their environs.)

Mombasa Rd Ex Mombasa Rd (Libra hse,Masai Rd,K.P.A Embakasi Depot,Rafiki millers and environs)

Airport Ex Mombasa Rd(Dilpack Universal,Mombasa Rd,Aplha Centre,Warwick Centre,Excel Chemicals,Kengen depot)

Kindly bear us as our technical teams in the respective areas work to restore power^CB",188101587899662_1363446540365155,2017-02-07T13:55:39+0000
Good Morning. Kindly find areas under scheduled interruptions today. ^CN,188101587899662_1363087073734435,2017-02-07T06:04:42+0000
"Good morning, View below for areas on maintenance today. ^SR

SHUTDOWNS 06-02-2017
Time off  Date off  Feeder/s ex Source Source Works
0900hrs-1700hrs 06/02/2017 Both Hurligham & Ngong Rd fdrs ex N/West S/S   Tree cutting, Jumper rehabilitation & erection of HT midspan poles.
0900hrs-1700hrs 06/02/2017 Tala 66Kv line ex Ruai S/S   Tree cutting & restringing OPGW cable.
0900hrs-1700hrs 06/02/2017 Part of Dam fdr byd Y5149 ex N/West S/S   Tree cutting, Jumper rehabilitation, replacing rotten poles & structures.
0900hrs-1300hrs 06/02/2017 Athi fdr ex N/South S/S   Installation of cable structure.
0900hrs-1700hrs 06/02/2017 Karen 66Kv line ex N/West S/S   To replace broken concrete pole.

NAIROBI WEST REGION

NAIROBI COUNTY 

AREA: PART OF LANG?ATA ROAD 
DATE: Monday 06.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Sunshine Sch, Part of Wilson Airport, Uchumi S/Mkt, Kenol Kobil, Dam Est, Part of Lang?ata Rd, Lang?ata Hosp, Maasai Rd, Kitengela Rd, Rubia Est, Park I & II Est, Southlands Est, Onyonka Est, NHC Houses & adjacent customers. 

AREA: PART OF KNH, MBAGATHI ROAD 
DATE: Monday 06.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Ngumo, Part of Kibera, KNH, Mbagathi Rd, Kenyatta Mkt, Golf Course, Magiwa Est, Part of Mimosa & adjacent customers.

NAIROBI SOUTH REGION

NAIROBI COUNTY

AREA: TASSIA ESTATE 
DATE: Monday 06.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
NCPB Silos, Tumaini Estate, Avenue 1 & 2, Tassia Est, Kobil, Part of Outer Ring Road & adjacent customers.

MACHAKOS COUNTY

AREA: TALA MARKET, KANGUNDO TOWN 
DATE: Monday 06.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Tala Mkt, Kangundo Mkt, Kangundo General Hosp, Nguluni, Katini, Sengani, Kinyui, Kikaaini, Kisukioni, Katangini, Matakutha, Mbuni, Ngomeni, Kathityamaa, Misuuni, Tutu, Tala High Sch, Ngonda, Matungulu Boys, Kithimani, Kakulutini, Mukaa Mukuu, Fr. Heeran Sch, Katunduni SDA Church, Kikaatini & adjacent customers.

NORTH EASTERN REGION

KIAMBU COUNTY 

AREA: KENYATTA ROAD, KIMUNYU 
DATE: Monday 06.02.2017 TIME: 8.00 A.M. - 5.00 P.M. 
Magumu Est, Karunguru Est, Muthaite Flowers, Crops Coffee Est, Twiga Coffee Est, Kimunyu Mkt, Gathithia Village, Mang?u Investment, Kibii Pri, Brook Est, Ruera Coffee & adjacent customers.

AREA: KENYATTA ROAD, ICHAWERI, KIGANJO 
DATE: Monday 06.02.2017 TIME: 8.00 A.M. - 5.00 P.M. 
Kiganjo Mkt, Mutomo Mkt, Gitare Mkt, Kiamworia, Ndundu, Waiganjo, Kiganjo Polly, Njagu, Mutimumu, Mumbuini, Gaturia Maru, Chura, Gitwe, Githembe & adjacent customers.

CENTRAL RIFT REGION

NAKURU COUNTY

AREA: KERINGET, NJORO, EGERTON, KIPTAGICH, KABARAK 
DATE: Monday 06.02.2017 TIME: 9.00 A.M. - 4.00 P.M. 
Whole of Njoro Town, Egerton Univ, Kenana Farm, Sian Roses, Comply Njoro, Nyota Farm, Willa, Seguton Centre, Kimalany Centre, Langwenda, Justice Bosire?s Place, Sinendet, Keringet Centre & Hospital, Keringet Brookside, Tendwet Centre, Amallo, Burnei Hotel, Olenguruone Town, Olengurone Brookside, Ambusket, Irongo Centre, Wamkong?, Emitik, Kiptagich Town, Kiptagich T/Fact, Olkurto Centre, Olposmoru Canter, African Blooms, Bomasan, Part of Rosetto Flowers, Chemusian Farm, Gicheha Farm, Jogoo House, Ex Margaret Farm, Wheat Field Girls, Miti Moja, Sobea, Shantara Flowers, Red Shank, Kirobon High School & adjacent customers.

MT. KENYA REGION

NYERI COUNTY

AREA: CHINGA, KIRIA-INI, MATHIOYA, BRADE GATE HOTEL 
DATE: Monday 06.02.2017 TIME: 8.00 AM ? 4.00 P.M. 
Brade Gate Hotel, Gachika, Kagongo, Gathambari, Chinga Girls, Kiru T/Fact, Chinga T/Fact, Gatunguru T/Fact, Kamagoko, Kairo, Gathairo, Kiamuturi, Mathioya, Mioro, Kamotho, Gacharageini, Mucharage, Kiriti, Kiambuthia, Kihoya, Nyagatugu, Wanjerere, Kamangara, Gichichi, Gitundu, Chinga Boys, Maria-Goretti, Ruirie, Mahira, Gikurwe, Kiinu, Ruthiruini, Iganjo, Kiamutundu, Kariko, Kiandumba, Giathaimo, Ciaguamba, Matiriongo, Mugutha, Kianjai, Kahuaga, Kiganjo, Kahiagira, Muringaini, Kiambaa, Kamacharia Mkt, Kandabiri Project, Githua Poly, Geitwa Mkt, Ngamba Pri, Riakiberu, Kamune Mkt & Poly, Iruri Mkt, Kagumoini Mkt, Kora Mkt & C/Fact, Mananga Sec Sch, Kiria-Ini Mkt, Kiriaini Mission Hosp, Gatugi Mkt, Gatugi Sec Sch, Ichamama C/Fact, Witima H/Centre, Witima Mkt, Witima Sec Sch, Kagumo-Ini Mkt, Gaikundo C/Fact, Mbari Ya Ndiga, Githenyu, Omwasco Chinga Dam, Kagicha Mkt, DC?s Office Othaya, Nyamari, Thunguri Mkt, Kabebero, Njigari Mkt, Kagonye Sec, Kiru Sec Sch, Kaero Sec Sch, Muirungi Sec Sch, Kiambuthia Mkt, Ruru, Mioro Mkt, Mathioya Water, Riakimberu C/Fact & adjacent customers

KIRINYAGA COUNTY 

AREA: KANGAITA, KAGUMO, KUTUS, KARIA, KIANYAGA 
DATE: Monday 06.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Kerugoya Town, Kerugoya General Hosp, Kerugoya Boys & Girls Sec, Mt Kenya Hosp, Whole of Kagumo Mkt, Mutira Girls, Kamuiru Sec, Matere Kereri, Kiaragana, Ndima C/Fact, Mugaya C/Fact, Kiamutwira, Mutito Mkt, Gatwe, Kangaita T/Fact, Kaaraini Mkt, JS Mathenge, Kagumo H/Centre, Kagumo C/Fact, DO?s Office, Kerugoya Police Stn, Kapendoso, Whole of Kutus Old Town, Karia Sec, Ngaru Sec, Kirinyaga Univ, Karia Mkt, Kiamwenja C/Fact, Kianyaga Mkt, Kianyaga Sub-District Hosp, Karumande Mkt, Mutige Mkt, Kimunye T/Fact, Thumaita T/Fact, Kabare Girls, Karumande Boys, Mutige Sec, Kianyaga High & adjacent customers.

MERU COUNTY 

AREA: WHOLE OF MAUA, KINA, GARBA-TULLA 
DATE: Monday 06.02.2017 TIME: 8.00 A.M. ? 6.00 P.M. 
Mbaranga Mkt, Karama Mkt, Kangeta Mkt, Maili Tatu, KK, Laare, Mutuati, Kabachi, Antu-Betwe, Meru National Park, Njoune, Kiutine, Igembe Kiegoi T/Fact, Maua Town, Kiengu Bakeries, Maua Methodist Hospital, Athi, Amwamba & adjacent customers.

THARAKA NITHI COUNTY 

AREA: RUKURIRI, KYENI, RUNYENJES 
DATE: Monday 06.02.2017 TIME: 8.30 A.M. ? 4.00 P.M. 
Kyeni Hosp, Kyeni Girls, Rukuriri T/Fact, Merrigoretti Sec, Kanja Mkt, Mbui Njeru Mkt, Gaikama, Kamagambo Tea Buying Centre, Kubukubu Boarding Pri, Gatumbi Mkt, Kiangungi Sec, Mbuawaganagwa, Mufu Mkt, Ivurori C/Fact, Njeruri C/Fact, Gitare Mkt & Sec, Kiaragana Pri, Muga Njuki Booster, Kyeni Makutano, Kathageri Mkt, Thuci Lodge, Kathari Sec, Kegonge Sec, Kathunguri Mkt, Kaveti Pri, Kariru Pri, St. Agnes Sec, Kigumo Mkt, Mukuria Pri, Kiracha Mkt, Rev Ikingi Pri, Njuri Sec, Kibugua Mkt, DO?s Office Kibugua, Karamani Sec, Kigogo Sec, Kiamuriuki Sec, Iriari Mkt, Runyenjes Town, Runyenjes DO?s, Runyenjes KCC, Kagaari Farmers, Gichiche Mkt, Nthagaiya Girls, Nthagaiya Mkt, Macumo C/Fact, Gikuuri Mkt, Ugweri Mkt, Ugweri Sec Sch, Moi Mbiruri Sec Sch, Gichera Mkt, Kigaa Mkt & adjacent customers.",188101587899662_1362211853821957,2017-02-06T08:43:44+0000
"Kiambu ex Ruaraka(Ngemwa,Migaa,Nyara,Kabazi,Kiora,Kiambu town,Mirema drive,Thome est,Lumumba drive,starehe girls,Ndumberi,Riabai,Marurui)-controlled to repair a leaking switch.

Sustained fault on Delmonte ex Thika Industrial-(Delmonte,Gatina,Kihiumwiri,Makongeni kisii Est,umoja settlement,kakuzi)

Sustained fault on Mihango ex Komarock -(Parts of Kayole and komarock)
 . 
Broken jumper on Buruburu ex Kimathi- (Buruburu,Ofafa,Maringo,Jericho,Makadara,Mbotela and environs)

The technical teams serving the respective areas are currently working to restore power.Kindly bear with us^CB",188101587899662_1360639000645909,2017-02-04T17:07:49+0000
