screen_name,tweet_id,reply_date,reply_time,reply,collecting_date,collecting_time
TinuFranklin,822528821538631680,2017/1/20,19:38:47,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
ArunPra555,822528763611279362,2017/1/20,19:38:33,b'RT @TimesNow: Kamal Haasan joins the protest in support of Jallikattu at Nadigar Sangam\n#MakkalMovement https://t.co/Zk6SRMwLa4',2017/1/20,12:7:21
skslak,822528749874745344,2017/1/20,19:38:30,"b'RT @TimesNow: We ensured that Jallikattu happened till 2014:A Sarvanan, Spokesperson, DMK #MakkalMovement https://t.co/sXTi636T8W'",2017/1/20,12:7:21
keencrack,822528722951663620,2017/1/20,19:38:24,b'62| Water level in 91 major Reservoirs in Country dips to 53% of their total capacity: Govt https://t.co/LzIq8DYsF0',2017/1/20,12:7:21
MangalSainHanda,822528718803468288,2017/1/20,19:38:23,b'@TimesNow\nParties registered Election Commission with symbols\nmay join one party with symbol.Fair and free choice by electorates',2017/1/20,12:7:21
MumbaiShivang,822528646057312256,2017/1/20,19:38:5,"b'RT @TimesNow: #Watch Khusboo, Actor &amp; Activist questions Animal Welfare Board of India &amp; PETA India.\n#MakkalMovement https://t.co/8XNDPkxsBi'",2017/1/20,12:7:21
UrsTrulyPranoy,822528547419877376,2017/1/20,19:37:42,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
amitkumardash09,822528531812917248,2017/1/20,19:37:38,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
InnovativeHindu,822528527430025216,2017/1/20,19:37:37,b'@rajeshpadmar @samvada @rammadhavbjp @Tarunvijay @kumarnandaj @DattaHosabale @KiranKS @RakeshSinha01 @smritiirani  but @TimesNow was lying',2017/1/20,12:7:21
Prabha_Guna,822528430705115137,2017/1/20,19:37:14,b'Supports from all around the world @ndtv @TimesNow @CNNnews18 @TheHindu @timesofindia #AmendPCA\xe2\x80\xa6 https://t.co/76U6goEQTV',2017/1/20,12:7:21
NaharAshok,822528317475713024,2017/1/20,19:36:47,b'RT @DurgaMenon: The #TrumpEra begins..@realDonaldTrump 2 b sworn in as 45th US president shortly @TimesNow',2017/1/20,12:7:21
AnchorAnandN,822528310156533760,2017/1/20,19:36:45,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
devanikindia,822528209573085184,2017/1/20,19:36:21,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
manivasanthrock,822528128652374016,2017/1/20,19:36:2,"b'RT @karthiksubbaraj: ""MONEY in the name of NEWS"".Tweet your take @TimesNow  and don\'t delete your tweet..FACE our Tradition.#JusticeforJall\xe2\x80\xa6'",2017/1/20,12:7:21
Armageddonfront,822528011803054080,2017/1/20,19:35:34,b'RT @Armageddonfront: @TimesNow thats like a good student of history now remember that lesson forever otherwize history will punish you as w\xe2\x80\xa6',2017/1/20,12:7:21
aksthiliphan,822527836745396224,2017/1/20,19:34:52,"b'RT @TimesNow: Mega #MakkalMovement newsbreak: Jallikattu ordinance gets government nod, it will now be sent to the President for his assent\xe2\x80\xa6'",2017/1/20,12:7:21
Jnambiar79,822527821356613632,2017/1/20,19:34:49,"b'RT @TimesNow: If you help in removing poverty in Pakistan, that country will never be India\xe2\x80\x99s enemy: Baba Ramdev https://t.co/Jj6gaBeNQE'",2017/1/20,12:7:21
trueindian131,822527652292677634,2017/1/20,19:34:8,b'RT @Scepticindian: Yes till now it was in Sri Lanka I guess. Morons https://t.co/75pnr9gvgi',2017/1/20,12:7:21
Bhakt_Gaurav,822527611179933697,2017/1/20,19:33:58,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
Remesh2015,822527597535985664,2017/1/20,19:33:55,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
alpaviraam,822527577260625922,2017/1/20,19:33:50,b'@TimesNow \nWishing MP Sudip a speedy recovery. Get well soon .',2017/1/20,12:7:21
rajivswaminath,822527541114118144,2017/1/20,19:33:42,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
Mr_X1200,822527470297579520,2017/1/20,19:33:25,b'RT @MixedRaita: Raging Bull wins...funny that judges of Supreme Court have always shied away when there is a western threat to our culture\xe2\x80\xa6',2017/1/20,12:7:21
tarun9088,822527400500199425,2017/1/20,19:33:8,"b'RT @ShefVaidya: Even Vishy Anand bats for #jallikattu, unlike phoney celebs frm Bollywood, who r afraid to embrace their own culture! https\xe2\x80\xa6'",2017/1/20,12:7:21
baale_gibreel,822527371047747585,2017/1/20,19:33:1,b'@TimesNow this is what amir n srk said Intolerance in India is progressing rapidly eradicating every human rights',2017/1/20,12:7:21
suratibwoy,822527356506148864,2017/1/20,19:32:58,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
varung123,822527307554295808,2017/1/20,19:32:46,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
NeerajS77158590,822527292379234304,2017/1/20,19:32:42,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
Tarandeepjohr,822527263274987520,2017/1/20,19:32:36,"b'RT @TimesNow: Tamil film fraternity backs the #MakkalMovement. Watch the debate about jallikattu, tonight at 9 PM on @thenewshour https://t\xe2\x80\xa6'",2017/1/20,12:7:21
IndianHindoo,822527249207492609,2017/1/20,19:32:32,b'@Prof_HariOm but he is talking about minority reservation @TimesNow is showing half truth! Caste reservations a social necessity- Dr. Vaidya',2017/1/20,12:7:21
Tarandeepjohr,822527189660749825,2017/1/20,19:32:18,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
ypstomer,822527176725524480,2017/1/20,19:32:15,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
jnan1802,822527125479653376,2017/1/20,19:32:3,"b'@TimesNow Which media Sir, the indian media which is largely owned by foreign funds/ vested interests to destabilize our Nation. Shameful.'",2017/1/20,12:7:21
Dhruvinthakkar4,822527071998066689,2017/1/20,19:31:50,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
shuvankr,822527059465367554,2017/1/20,19:31:47,b'I told you so .. https://t.co/uT0JeEiz6P',2017/1/20,12:7:21
aksthiliphan,822527013726523392,2017/1/20,19:31:36,"b'RT @TimesNow: Our respect for the Tamil culture is too well known and we are very proud of it: Ravi Shankar Prasad, Union Law Minister #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
alpaviraam,822526965538136064,2017/1/20,19:31:25,b'RT @rohan_bendre: @TimesNow Doctors shud take out his kidney &amp; should sell for a price. Only then this joker will understand the ill effect\xe2\x80\xa6',2017/1/20,12:7:21
vel_Indian,822526963415797760,2017/1/20,19:31:24,b'RT @teashoptalks: The only TamilNewsChannel 2scroll a projallikattu Twitter hashtag lik how TimesNow do is News7.\r-You can giv diffnt inter\xe2\x80\xa6',2017/1/20,12:7:21
sankarananth81,822526944465956864,2017/1/20,19:31:20,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
benever02,822526876102979585,2017/1/20,19:31:3,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
bharathi_j,822526863008481284,2017/1/20,19:31:0,"b'What does that mean is America in some other world, have no connection with this EARTH\nStart with NASA\n\n@TimesNow\n#DonaldTrump\n#CNN\n#nytoday'",2017/1/20,12:7:21
Vidyut,822526850232528896,2017/1/20,19:30:57,b'RT @TimesNow: Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
nirbhaisingh07,822526832490647552,2017/1/20,19:30:53,b'RT @MixedRaita: Raging Bull wins...funny that judges of Supreme Court have always shied away when there is a western threat to our culture\xe2\x80\xa6',2017/1/20,12:7:21
urstrlypendyala,822526769693659136,2017/1/20,19:30:38,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
maspachna,822526707773149184,2017/1/20,19:30:23,b'RT @BilalAhmedNgp: Undoubtedly RSS-BJP has always been against socially-outcast communities. Inequality within the society is their oxygen\xe2\x80\xa6',2017/1/20,12:7:21
Ramsa_Ag,822526701506822144,2017/1/20,19:30:22,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
chaanakyagreat,822526657168707584,2017/1/20,19:30:11,b'Retweeted TIMES NOW (@TimesNow):\n\nRashtriya Swayamsevak Sangh ideologue Manmohan Vaidya while speaking at... https://t.co/g5UQSZSNlb',2017/1/20,12:7:21
chaanakyagreat,822526651380551680,2017/1/20,19:30:10,b'Retweeted TIMES NOW (@TimesNow):\n\nRashtriya Swayamsevak Sangh ideologue Manmohan Vaidya while speaking at... https://t.co/UtVU3yJbN0',2017/1/20,12:7:21
chaanakyagreat,822526641054380032,2017/1/20,19:30:7,b'RT @TimesNow: Rashtriya Swayamsevak Sangh ideologue Manmohan Vaidya while speaking at Literature Fest in Jaipur said no to quota &amp; called f\xe2\x80\xa6',2017/1/20,12:7:21
mike921112,822526637698740225,2017/1/20,19:30:6,b'@jaiprakashshah2 @TimesNow Is it your position that more PAK spies live in Kashmir than Mumbai?',2017/1/20,12:7:21
mahisax,822526634746003456,2017/1/20,19:30:6,b'RT @TimesNow: So will you ban cricket also?The cricket ball is dangerous &amp; it has been fatal for many players: Sadhguru Jaggi Vasudev\n#Jall\xe2\x80\xa6',2017/1/20,12:7:21
yourstamil,822526623060606977,2017/1/20,19:30:3,b'RT @TimesNow: #WATCH People protesting at Marina Beach with flashlights over Jallikattu ban. Tweet your reactions with #MakkalMovement http\xe2\x80\xa6',2017/1/20,12:7:21
pirai_2014,822526621512974337,2017/1/20,19:30:3,b'RT @iMac_too: All sleeper cells are activated for UP. https://t.co/eWhsT5bstp',2017/1/20,12:7:21
TimesNow,822526613724299268,2017/1/20,19:30:1,b'Water level in 91 major reservoirs in the country dips to 53% of their total capacity: Govt.\n(PTI) https://t.co/qBgc6l96cx',2017/1/20,12:7:21
pnilay143,822526569650515970,2017/1/20,19:29:50,b'@CNNnews18 @ZeeNews @TimesNow \n @NewsroomPostCom Just teach the people of India not to cry for everything but learn to help GOV.',2017/1/20,12:7:21
a1saikiran,822526553955237889,2017/1/20,19:29:46,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
JainS_16,822526510724546563,2017/1/20,19:29:36,b'RT @scotchism: So JLF was a trap by the liberal mafia :( Our innocent na\xc3\xafve Nagpur swyamsevaks walked into it :( https://t.co/dCDzaUB9MX',2017/1/20,12:7:21
grs_muthukumar,822526440302399494,2017/1/20,19:29:19,b'RT @TimesNow: #WATCH People protesting at Marina Beach with flashlights over Jallikattu ban. Tweet your reactions with #MakkalMovement http\xe2\x80\xa6',2017/1/20,12:7:21
Chinmayadasa,822526353790615552,2017/1/20,19:28:59,b'RT @MixedRaita: Raging Bull wins...funny that judges of Supreme Court have always shied away when there is a western threat to our culture\xe2\x80\xa6',2017/1/20,12:7:21
TheWorldtipz,822526258680659969,2017/1/20,19:28:36,"b'RT @TimesNow: #Watch Khusboo, Actor &amp; Activist questions Animal Welfare Board of India &amp; PETA India.\n#MakkalMovement https://t.co/8XNDPkxsBi'",2017/1/20,12:7:21
arunmailfb,822526171044777985,2017/1/20,19:28:15,b'@TimesNow fuck off poorva',2017/1/20,12:7:21
Tarandeepjohr,822526128535445505,2017/1/20,19:28:5,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
kartikfourthkay,822526096692236288,2017/1/20,19:27:57,"b'@TimesNow convey this to ambikashukula, tell her to eat real animals flesh not beef, stop exporting beef n export lion if her can. &gt;Rekkala'",2017/1/20,12:7:21
arunmailfb,822526070305988609,2017/1/20,19:27:51,b'@TimesNow hi poorva you have sex with dog???',2017/1/20,12:7:21
NeerajS77158590,822526015477989376,2017/1/20,19:27:38,"b""RT @TimesNow: President Donald Trump's foreign policy to be based on peace through strength: White House #TrumpEra https://t.co/FoWtn9HiSa""",2017/1/20,12:7:21
aksthiliphan,822526006179164161,2017/1/20,19:27:36,"b'RT @TimesNow: We respect the culture, tradition &amp; the proud legacy of Tamil people &amp; Tamil Nadu state:Ravi Shankar Prasad,Union Law Min #Ma\xe2\x80\xa6'",2017/1/20,12:7:21
StunnerPrabu,822525938978213894,2017/1/20,19:27:20,b'RT @TimesNow: Another protester from Marina Beach says she came here as a Tamilian to fight against Jallikattu ban. Tweet your views on #Ma\xe2\x80\xa6',2017/1/20,12:7:21
NeerajS77158590,822525932086784001,2017/1/20,19:27:18,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
AnandKamalapur,822525912772202496,2017/1/20,19:27:14,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
RAMANATHAN94,822525824331116544,2017/1/20,19:26:52,b'RT @KartiPC: @lithertsan @TimesNow @TN_PCC @vasanthakumarH @BJP4TamilNadu @BJP4India @PonnaarrBJP @drtamilisaibjp Absolutely fake news',2017/1/20,12:7:21
RAMANATHAN94,822525806165585920,2017/1/20,19:26:48,b'RT @KartiPC: @lithertsan @TimesNow @TN_PCC @vasanthakumarH Nonsense.',2017/1/20,12:7:21
arunrj50,822525629988044801,2017/1/20,19:26:6,b'RT @ermmani1: Amend PCA Act soon.\n#JusticeforJallikattu #AmendPCAact #AmendPCA\n@ndtv @ANI_news @CNNnews18 @CNN @timesofindia @TimesNow http\xe2\x80\xa6',2017/1/20,12:7:21
aksthiliphan,822525617337864192,2017/1/20,19:26:3,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
Ganapathybca,822525604641837056,2017/1/20,19:26:0,b'@khushsundar super mam timesnow intrw',2017/1/20,12:7:21
AJ13391783,822525450798989312,2017/1/20,19:25:23,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
Destini_child,822525386244452353,2017/1/20,19:25:8,"b'RT @ShefVaidya: Even Vishy Anand bats for #jallikattu, unlike phoney celebs frm Bollywood, who r afraid to embrace their own culture! https\xe2\x80\xa6'",2017/1/20,12:7:21
jaiprakashshah2,822525334612484097,2017/1/20,19:24:56,b'RT @jaiprakashshah2: Watch how many Pakistani agents are living and active in Kashmir \n#ZairaWasim https://t.co/tHv2nmrWNc',2017/1/20,12:7:21
imtiazmok,822525326341324800,2017/1/20,19:24:54,b'RT @TimesNow: Oscar winning music director A R Rahman ends his day long fast that he held in support of the #MakkalMovement https://t.co/FF\xe2\x80\xa6',2017/1/20,12:7:21
CCskchandru,822525280841592832,2017/1/20,19:24:43,"b'RT @TimesNow: Environment Ministry gives its observations to proposal sent by TN Govt for lifting Jallikattu ban, returns it to MHA #Makkal\xe2\x80\xa6'",2017/1/20,12:7:21
Adilahmed99,822525256682311683,2017/1/20,19:24:37,"b""RT @NaseerGiyas: I think @TimesNow 's wisdom is on winter vacation. @asadowaisi talks about all cultures, how can he give a communal colour\xe2\x80\xa6""",2017/1/20,12:7:21
cucubura,822525245886263297,2017/1/20,19:24:35,b'@ranjanamukho @TimesNow shut up and go to hell',2017/1/20,12:7:21
RaviSan226211,822525234549026816,2017/1/20,19:24:32,b'RT @TimesNow: We urge protesters to withdraw their protest immediately: Tamil Nadu CM O Panneerselvam #MakkalMovement https://t.co/gJm0xvmb\xe2\x80\xa6',2017/1/20,12:7:21
73rdraisin,822525196510916608,2017/1/20,19:24:23,b'RT @rohan_bendre: @TimesNow Doctors shud take out his kidney &amp; should sell for a price. Only then this joker will understand the ill effect\xe2\x80\xa6',2017/1/20,12:7:21
rohankanojia8,822525164986503168,2017/1/20,19:24:15,b'@TimesNow  ban slaughter house bcoz that is where these bulls will go next after ban. U people will make these breed go extinct.',2017/1/20,12:7:21
aksthiliphan,822525095730036737,2017/1/20,19:23:59,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
Destini_child,822524998132924416,2017/1/20,19:23:35,"b'RT @rupasubramanya: Unlike their brain dead,cowardly and opportunistic counterparts in Bollywood, good to see Tamil celebs take a stand. ht\xe2\x80\xa6'",2017/1/20,12:7:21
ISHWARLALSAHU4,822524812522295296,2017/1/20,19:22:51,b'@realDonaldTrump @narendramodi  @POTUS @PMOIndia @AmitShah @KalrajMishra @drramansingh @TimesNow \n\xe0\xa4\x9c\xe0\xa4\xaf \xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xae...\n https://t.co/scFzyi8QJU',2017/1/20,12:7:21
NeerajS77158590,822524812140519424,2017/1/20,19:22:51,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
Diwa0kar,822524743962214401,2017/1/20,19:22:35,b'@DeepikaBhardwaj @TimesNow Have u ever seen a successful ladies who married wid men who is lower dan her status Y we need dis ?Just4 haryali',2017/1/20,12:7:21
PREYADEVI5,822524720419577857,2017/1/20,19:22:29,b'@TimesNow \xf0\x9f\x98\x82\xf0\x9f\x98\x82!Tats usual for scamster !',2017/1/20,12:7:21
aapind,822524667915210752,2017/1/20,19:22:17,b'so there is 8M dip in follower of potus since trump took over @ndtvindia @ndtv @CNNnews18 @TimesNow @ZeeNewsHindi\xe2\x80\xa6 https://t.co/o5vAg15zGj',2017/1/20,12:7:21
NeerajS77158590,822524651251171328,2017/1/20,19:22:13,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
